job_name,company_name,job_type,job_category,job_sub_category,sallary,job_id,job_desc
Engineer Data Center,PT. Media Data System,Kontrak,PemeliharaanPemeliharaan,Teknik(Teknik)6,,79046759,"About usPT. Media Data System adalah perusahaan yang bergerak pada bidang IT Infrastuktur dan pembangunan Data Center.Qualifications & experiencePendidikan minimal D3 Teknik, diutamakan Teknik Elektro atau Teknik MesinMemiliki keterampilan dalam bidang instalasi listrik, panel listrik, PAC atau Kabel dataBerpengalaman sebagai Teknisi M/E atau Bekerja Sebagai Teknisi M/E Data Center (Teknisi dalam Bidang Cooling Precision/UPS/Genset) Minimal 1 TahunMampu mengoperasikan tools kelistrikan multimeter atau avometerMampu mengoperasikan tools crimping dan UTP testerMemiliki pengalaman Data Center diutamakanMemiliki kemampuan komunikasi yang baikMemiliki sertifikasi data center menjadi nilai lebihBersedia bekerja secara sistem shiftBersedia ditempatkan di luar Pulau JawaTasks & responsibilitiesMenjalankan kegiatan operasional harian Data Center sesuai dengan prosedur yang telah disediakanMelakukan pengecheckan perangkat fasiltas Data CenterMelakukan perbaikan perangkat fasilitas Data CenterMelakukan support terhadap kegiatan maintenance yang dilakukan oleh pihak ketigaMemastikan pelaksanaan kegiatan sesuai dengan rencana kerja yang telah disetujuiMenjalankan penugasan yang diberikanMembuat laporan pekerjaan sesuai hasil pengecheckan dan perbaikanMelaporkan semua kegiatan kepada UserBenefitsTunjangan ShiftingTunjangan Makan"
Data Engineer - Jakarta - WFO,PT. PERSOLKELLY Recruitment Indonesia,Kontrak,Teknik – Perangkat LunakTeknik – Perangkat Lunak,Teknologi,"10.000.000, 15.000.000",79043583,"2+ years of experience using Data Visualization Tools (Power BI is preferred)Experience in ETL/ELT processes and data integration techniquesExpert in pulling large and complex data using SQL, TableauExperience in programming language of PythonExperience in query performance tuningExperience using AWSExperience creating Data Mart"
Sales Support,Leder Haus,Full,Administrasi Klien & PenjualanAdministrasi Klien & Penjualan,Administrasi,,79029643,"Deskripsi PekerjaanKualifikasi :Usia maksimal 35 tahun dengan pendidikan minimal S1 dari berbagai jurusanHARUS mempunyai pengalaman minimal 3 tahun sebagai sales support/sales administrasi di bidang interior/arsitektur/kontraktor interior/industri lain yang sejenisMengerti tentang inventory, customer care dan prinsip dasar akuntingKomunikatif, teliti, cekatan dan dapat bekerja secara multitaskingDapat mengoperasikan MS – Office dan AccurateUntuk ditempatkan di Jakarta SelatanTanggung-jawab:Mendukung aktivitas administrasi tim salesMembina hubungan baik dengan pelanggan"
SALES SUPPORT,PT Pacific Translog Indonesia,Full,Pengembangan Bisnis BaruPengembangan Bisnis Baru,Penjualan(Penjualan)BPJS,,79029292,"Qualifications* Analytical Skills and Sales Operations proficiency* Strong Customer Service and Customer Satisfaction capabilities* Excellent Communication skills both writing & verbal (English & Indonesian), Mandarin will be extra point* Prior experience in sales support or related roles minimum for one year* Ability to work collaboratively in a team environment* ⁠Excellent in multitasking skills & logical* ⁠Excellent in organizing, systematic, & administration* Knowledge of logistics and shipping industry is a plus* Bachelor's degree in Business Administration or related field* Entertaining/maintaining our relationship with client and overseas network (sales Support)* establish mutual business communication with our oversea office/agent (sales Support)* Supporting sales executive with their daily task (sales Support)* strong/good client based or network in shipping industry (sales executive)* ⁠Attractive & representative appearance"
SAP Master Data,PT Dutapalma Nusantara (Darmex Agro Group),Full,KonsultanKonsultan,Teknologi,,79058127,"Job Descriptions :Analyzing master data accounts, vendor, customer, material, etc.Gathering business requirements for master data management designSupport user to maintain the core data for any transaction in SAP and custom programLook for improvement opportunities in business systemsHelps in the testing process to find errors and problems in business processes, documentation or lack of users in using the application systemParticipate and contribute to each project and ensure that the project runs wellRequirements :Candidate must possess at least Bachelor's Degree in Engineering (Computer/Telecommunication) or equivalent.At least 2 Year(s) of working experience in the related field is required for this position.Fresh graduate is open for applyRequired Skill(s): SAP R/3, HANA, Master DataPreferably Staff (non-management & non-supervisor) specialized in IT/Computer - Software or equivalent.Experience in Data AnalystWilling to travel if needed (outside Java)Understanding the making of functional specification"
Alibaba Data Center-Operations Engineer,TITANICOM TECH LIMITED,Full,Pengembangan & Administrasi DatabasePengembangan & Administrasi Database,Teknologi,,78760059,"Job Responsibility:1. Assist the customer to perform on-site operation and maintenance support according to the work manual;2. Carry out monitoring indicators and implementation of network equipment, servers, storage and other infrastructure;3. Continue to analyze and monitor the situation, timely find the fault and notify the corresponding professional to deal with it, and carry out some basic pre-fault treatment and information collection according to the standard manual, and follow up the fault treatment;4. Asset management of customer equipment in the data center, arrange the forms according to customer needs;5. Data center server assists maintenance (if special circumstances require engineers to perform simple maintenance);6. Assist customers on-site troubleshooting (network equipment, server, storage equipment);7. Pre-project construction support (such as schedule control, supplier coordination, equipment assistance on shelves, equipment basic configuration);8. Other requirements at the customer's siteJob Requirement:1. College degree or above, major in computer related is preferred;2. Able to adapt to short-term overtime work (pre-construction phase, later normal working hours);3. Have more than one year working experience in network, server, operating system and storage;4. Familiar with Linux and Windows operating systems, familiar with data center configuration management and computer room monitoring process;5. Basic knowledge of network is preferred;6. Correct working attitude, strong learning ability, good operation and maintenance habits, strong execution ability and sense of responsibility, good communication ability, service awareness, able to withstand pressure;7. Intuitive understanding of IDC infrastructure and power environment (air conditioning, power, temperature, humidity, etc.)"
Consultant Business Analyst,PT Karisma Zona Kreatifku,Kontrak,KonsultanKonsultan,Teknologi,,79177771,"Job Description:Develop and design end-to-end business processes for the life insurance company, ensuring alignment with industry standards and company goals.Collaborate with cross-functional teams to gather business requirements and ensure effective implementation of business solutions.Conduct in-depth analysis of existing business processes and recommend improvements to optimize operational efficiency.Prepare comprehensive reports and present findings, analysis, and recommendations directly to the Board of Directors (BoD) or CEO.Monitor the progress of business process improvement initiatives, ensuring timely delivery and alignment with the company's strategic objectives.Ensure all developed processes comply with regulatory requirements and company policies within the life insurance sector.Provide insights on risk management, policy administration, and claims processes as part of process optimization efforts.Available for Hybrid system with contract status (6 month first) .Onsite in Insurance Company at South Jakarta.Job Requirements:Minimum of [3] years of experience working in the life insurance industry, with a focus on business process development or consulting.Proven experience in developing and managing end-to-end business processes within a life insurance company.Strong understanding of life insurance business operations, including policy management, claims processing, underwriting, and risk management.Familiarity with industry regulations, compliance standards, and best practices in the life insurance sector.Excellent analytical and problem-solving skills, with the ability to identify process inefficiencies and recommend appropriate solutions.Strong communication and presentation skills, with the ability to effectively interact with senior management and stakeholders.Bachelor’s degree in Business, Insurance, or a related field is preferred. Advanced degrees or certifications (such as PMP, Six Sigma, Black-Belt certifications, or Business Analysis certifications) are a plus."
Data Engineer Staff,PT. Cakra Radha Mustika,Full,Teknik – Perangkat LunakTeknik – Perangkat Lunak,Teknologi,,78710764,"Job Requirements :Minimal 1-2 tahun sebagai Data Engineer.Memiliki kemampuan dalam tools SQL, ETL Tools (Pentaho/Apache Airflow/Prefect/dbt) dan database seperti PostgreSQL/MSSQL/BigQuery.Menguasai bahasa pemrograman Python.Pengalaman hands-on dengan platform cloud (GCP/AWS/Azure).Menguasai konsep data-warehouse dan data-modelling.Job Descriptions :Merancang, membangun, dan mengoptimalkan data pipeline.Mengintegrasikan data dari berbagai sumber (OLTP, Flat files, SFTP, API) serta memastikan kualitas dan availability datanya.Bertanggung jawab secara end-to-end dalam proses ETL/ELT, dari source (raw) hingga data mart (ready-to-use)."
ANALYST INVENTORY CONTROL & CATALOGUING,PT Amman Mineral Nusa Tenggara,Full,"Pembelian, Pengadaan & InventarisPembelian, Pengadaan & Inventaris","Manufaktur,",,79178556,"Some of your duties will include:Create new catalogue items as requested by user Department through series of assessment to determine stock classification, mnemonic, etc.Change material master information based on review result with user areaCleansing potential duplication of material masterStandardize material description and manufacture part numberWhat skills and experience do you need?Bachelor degree in engineering, supply chain or equivalent; Have Post Graduate Degree or other International Certifications in Supply Chain Management is preferable;Minimum 5 years of experience in procurement and logistics management in Mining/ EPC Industry with a minimum 3 of those years working in a similar position as Inventory Control & Cataloguing Analyst;Experience in Materials Planning and Order Commitment within the Supply Chain system;Previous experience in SAP would be preferable.Excellent communication skills in English both verbal and written and computer literate."
Data Analis,Harmoni Makmur Teknologi Solusi,Full,Analis Bisnis/SistemAnalis Bisnis/Sistem,Teknologi,,78929327,"Harmoni Solusi adalah perusahaan yang bergerak di solusi dan customer support, kami berkomitmen untuk memberikan solusi terbaik bagi klien kami. Saat ini, kami mencari individu yang bersemangat dan berpengalaman di bidang akuntansi untuk bergabung sebagai Analis Data.Deskripsi Pekerjaan:Sebagai Analis Data, Anda akan bertanggung jawab untuk menganalisis data keuangan dan operasional perusahaan. Anda akan berkolaborasi dengan tim untuk mengidentifikasi tren, memberikan wawasan yang mendalam, dan membantu pengambilan keputusan strategis.Tanggung Jawab:Mengumpulkan dan menganalisis data keuangan dan laporan akuntansi.Menyusun laporan analisis yang jelas dan informatif.Bekerja sama dengan tim untuk mengidentifikasi peluang perbaikan.Membantu dalam penyusunan anggaran dan proyeksi keuangan.Menyediakan dukungan analitis untuk proyek-proyek perusahaan.Kualifikasi:Latar belakang pendidikan di bidang Akuntansi atau Keuangan.Pengalaman kerja minimal 2 tahun di bidang akuntansi atau analisis data.Kemampuan analitis yang kuat dan perhatian terhadap detail.Keterampilan komunikasi yang baik, baik lisan maupun tulisan.Mampu bekerja secara mandiri dan dalam tim.Keuntungan:Gaji yang kompetitif.Lingkungan kerja yang mendukung pengembangan profesional.Kesempatan untuk berkontribusi dalam proyek-proyek yang berdampak.Harmoni Solusi is a company engaged in customer support and solution consultant. We are committed to providing the best solutions for our clients. Currently, we are looking for passionate and experienced individuals in the accounting field to join us as Data Analysts.Job Description:As a Data Analyst, you will be responsible for analyzing financial and operational data of the company. You will collaborate with the team to identify trends, provide insights, and assist in strategic decision-making.Responsibilities:Collect and analyze financial data and accounting reports.Prepare clear and informative analytical reports.Collaborate with the team to identify improvement opportunities.Assist in budgeting and financial forecasting.Provide analytical support for company projects.Qualifications:Educational background in Accounting or Finance.Minimum of 2 years of experience in accounting or data analysis.Strong analytical skills and attention to detail.Good communication skills, both verbal and written.Ability to work independently and as part of a team.Benefits:Competitive salary.Supportive work environment for professional development.Opportunity to contribute to impactful projects."
